Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
16:30:00,Afternoon,Tuesday,31-50,Male,Junior High School,Employee,10-20,5,Public Transport,Owner,Unknown,No Defect,Office area,Unknown,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,U-Turn,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to pedestrian,Slight Injury
18:56:00,Evening,Monday,0-17,Male,Junior High School,Employee,5-10,4,Lorry,Governmental,Unknown,Unknown,Office area,One Way,Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Stopping,Driver or rider,Female,18-30,Slight,Self-employed,Normal,Moving Backward,Slight Injury
18:56:00,Evening,Monday,Unknown,Female,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,Unknown,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Getting off the vehicle improperly,Slight Injury
18:13:00,Evening,Tuesday,18-30,Male,Unknown,Employee,0-1,1,Public Transport,Owner,Unknown,Unknown,Residential area,Unknown,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Driver or rider,Female,18-30,Slight,Driver,Unknown,Overtaking,Serious Injury
18:13:00,Evening,Tuesday,31-50,Male,Junior High School,Employee,0-1,1,Public Transport,Owner,2-5 years,No Defect,Residential area,Two Way (Divided - Broken Line),Gentle Curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Getting off,Passenger,Female,Under 18,Slight,Driver,Normal,Overloading,Serious Injury
18:13:00,Evening,Tuesday,31-50,Male,High School,Employee,2-5,3,Automobile,Owner,5-10 years,Unknown,Church area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the right,Serious Injury
15:15:00,Afternoon,Sunday,18-30,Male,Junior High School,Owner,1-2,2,Other,Owner,5-10 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Improper parking,Slight Injury
15:15:00,Afternoon,Sunday,31-50,Male,Junior High School,Employee,5-10,4,Station Wagon,Owner,Unknown,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Turnover,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Other,Slight Injury
15:15:00,Afternoon,Sunday,31-50,Male,Elementary School,Employee,2-5,3,Other,Owner,2-5 years,Unknown,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Other,3,2,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
10:12:00,Morning,Tuesday,18-30,Male,Elementary School,Owner,5-10,4,Unknown,Owner,2-5 years,Unknown,Residential area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
19:25:00,Evening,Monday,31-50,Male,Junior High School,Employee,10-20,5,Automobile,Owner,2-5 years,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
14:57:00,Afternoon,Friday,18-30,Male,Junior High School,Employee,5-10,4,Station Wagon,Owner,5-10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Overspeed,Slight Injury
14:57:00,Afternoon,Friday,31-50,Male,High School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Unknown,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the left,Slight Injury
14:57:00,Afternoon,Friday,31-50,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
8:30:00,Morning,Sunday,0-17,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Other,Divided Road,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Unknown,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the right,Serious Injury
22:05:00,Night,Monday,Unknown,Female,Junior High School,Unknown,1-2,2,Unknown,Owner,Unknown,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,Slight,Driver,Normal,No distancing,Slight Injury
22:05:00,Night,Monday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,2-5 years,Unknown,Recreational area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,2,1,Unknown,Pedestrian,Female,Under 18,Slight,Self-employed,Unknown,No priority to pedestrian,Slight Injury
15:30:00,Afternoon,Friday,18-30,Male,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,Unknown,Other,Other,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
15:30:00,Afternoon,Friday,51-100,Male,Junior High School,Unknown,No License,6,Lorry,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Normal,No priority to vehicle,Slight Injury
15:30:00,Afternoon,Friday,51-100,Male,Elementary School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,Slight,Driver,Unknown,Other,Slight Injury
21:15:00,Night,Sunday,31-50,Male,Junior High School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Driving carelessly,Fatal injury
21:15:00,Night,Sunday,31-50,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Office area,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Fatal injury
21:15:00,Night,Sunday,18-30,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Other,Driver or rider,Female,18-30,Slight,Driver,Normal,Driving carelessly,Fatal injury
21:15:00,Night,Sunday,18-30,Male,Junior High School,Owner,10-20,5,Unknown,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Other,Driver or rider,Female,31-50,Slight,Driver,Normal,Changing lane to the left,Fatal injury
16:32:00,Afternoon,Monday,18-30,Male,Junior High School,Employee,2-5,3,Automobile,Governmental,Unknown,Unknown,Other,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
16:32:00,Afternoon,Monday,31-50,Male,Elementary School,Other,5-10,4,Motorcycle,Owner,Unknown,No Defect,Office area,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No distancing,Slight Injury
16:32:00,Afternoon,Monday,51-100,Male,Elementary School,Employee,5-10,4,Automobile,Owner,Unknown,Unknown,Residential area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Getting off,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the right,Slight Injury
15:30:00,Afternoon,Friday,31-50,Male,Junior High School,Unknown,5-10,4,Automobile,Governmental,2-5 years,Unknown,Recreational area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Changing lane to the right,Slight Injury
15:30:00,Afternoon,Friday,31-50,Male,Junior High School,Employee,5-10,4,Public Transport,Owner,1-2 years,No Defect,Other,Other,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving at high speed,Slight Injury
14:45:00,Afternoon,Saturday,51-100,Male,Elementary School,Employee,10-20,5,Lorry,Owner,Above 10 years,No Defect,Residential area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Unknown,No distancing,Fatal injury
19:30:00,Evening,Wednesday,31-50,Male,Junior High School,Unknown,0-1,1,Unknown,Owner,Unknown,No Defect,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Slight Injury
19:30:00,Evening,Wednesday,51-100,Male,Junior High School,Employee,5-10,4,Automobile,Owner,Unknown,Unknown,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the left,Slight Injury
16:56:00,Afternoon,Friday,51-100,Male,Elementary School,Employee,1-2,2,Public Transport,Owner,5-10 years,Unknown,Other,One Way,Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Getting off the vehicle improperly,Slight Injury
17:50:00,Evening,Monday,18-30,Male,Junior High School,Unknown,No License,6,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,18-30,Slight,Driver,Normal,Other,Slight Injury
17:50:00,Evening,Monday,18-30,Male,Junior High School,Employee,10-20,5,Lorry,Owner,2-5 years,No Defect,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,Slight,Driver,Normal,Other,Slight Injury
9:04:00,Morning,Tuesday,31-50,Male,High School,Owner,2-5,3,Automobile,Owner,Unknown,No Defect,School area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,18-30,Slight,Self-employed,Normal,No distancing,Serious Injury
9:04:00,Morning,Tuesday,51-100,Male,Junior High School,Employee,1-2,2,Public Transport,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Serious Injury
10:40:00,Morning,Thursday,51-100,Male,Junior High School,Employee,1-2,2,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Overtaking,Slight Injury
10:40:00,Morning,Thursday,51-100,Male,Above High School,Owner,2-5,3,Public Transport,Owner,5-10 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,No priority to pedestrian,Slight Injury
21:15:00,Night,Thursday,18-30,Male,Junior High School,Unknown,No License,6,Public Transport,Owner,Unknown,No Defect,School area,Unknown,Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,Slight,Driver,Normal,No distancing,Fatal injury
21:15:00,Night,Thursday,18-30,Male,Elementary School,Owner,2-5,3,Automobile,Governmental,Unknown,No Defect,School area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Changing lane to the right,Fatal injury
16:00:00,Afternoon,Friday,0-17,Male,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Driver or rider,Male,Under 18,Slight,Self-employed,Normal,Driving carelessly,Serious Injury
16:00:00,Afternoon,Friday,18-30,Male,Junior High School,Owner,5-10,4,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the right,Serious Injury
16:00:00,Afternoon,Friday,31-50,Male,Junior High School,Employee,0-1,1,Other,Governmental,Above 10 years,No Defect,School area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Overtaking,Serious Injury
19:30:00,Evening,Saturday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,1-2 years,No Defect,Unknown,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Other,Slight Injury
19:30:00,Evening,Saturday,18-30,Male,Junior High School,Employee,5-10,4,Automobile,Owner,Above 10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving to the left,Slight Injury
19:30:00,Evening,Saturday,18-30,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Below 1 year,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,Unknown,Serious,Driver,Normal,Driving at high speed,Slight Injury
9:32:00,Morning,Sunday,31-50,Male,Elementary School,Employee,2-5,3,Automobile,Owner,Above 10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Unknown,Slight Injury
9:32:00,Morning,Sunday,18-30,Male,Elementary School,Owner,10-20,5,Station Wagon,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Unknown,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the right,Slight Injury
11:19:00,Morning,Wednesday,51-100,Male,Junior High School,Employee,1-2,2,Other,Governmental,1-2 years,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,2,Going straight,Driver or rider,Male,Under 18,Slight,Driver,Normal,No distancing,Slight Injury
11:19:00,Morning,Wednesday,51-100,Male,Junior High School,Employee,5-10,4,Other,Owner,1-2 years,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Other,Slight Injury
8:05:00,Morning,Friday,31-50,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Industrial area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
6:26:00,Morning,Friday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,No Defect,Recreational area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,2,Moving Backward,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the left,Slight Injury
6:26:00,Morning,Friday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,Above 10 years,No Defect,Church area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,1,2,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
9:20:00,Morning,Thursday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,Driver or rider,Male,18-30,Slight,Driver,Unknown,Moving Backward,Serious Injury
9:20:00,Morning,Thursday,18-30,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Unknown,2,1,Other,Passenger,Male,18-30,Slight,Driver,Unknown,Overtaking,Serious Injury
9:25:00,Morning,Friday,31-50,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the left,Slight Injury
